run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR1726597	SAMEA2619621	ERX1796565	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726597/ERR1726597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726597/ERR1726597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726597/AHX_ACTIOSF_6_1_D0YF2ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726597/AHX_ACTIOSF_6_2_D0YF2ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726597	
ERR1726599	SAMEA2657089	ERX1796913	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726599/ERR1726599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726599/ERR1726599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726599/AHX_AISIOSF_6_1_C0KFBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726599/AHX_AISIOSF_6_2_C0KFBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726599	
ERR1726601	SAMEA2657085	ERX1796698	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726601/ERR1726601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726601/ERR1726601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726601/AHX_BBKIOSF_8_1_D0HW5ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726601/AHX_BBKIOSF_8_2_D0HW5ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726601	
ERR1726609	SAMEA2622128	ERX1796801	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726609/ERR1726609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726609/ERR1726609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726609/AHX_AQPIOSF_3_1_C08L1ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726609/AHX_AQPIOSF_3_2_C08L1ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726609	
ERR1726612	SAMEA2730491	ERX1796564	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726612/ERR1726612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726612/ERR1726612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726612/AHX_BHPIOSF_5_1_C1JP5ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726612/AHX_BHPIOSF_5_2_C1JP5ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726612	
ERR1726613	SAMEA2657062	ERX1796608	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726613/ERR1726613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726613/ERR1726613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726613/AHX_AEFIOSF_7_1_C0RBKACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726613/AHX_AEFIOSF_7_2_C0RBKACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726613	
ERR1726615	SAMEA2731517	ERX1796726	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726615/ERR1726615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726615/ERR1726615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726615/AHX_BDMIOSF_8_1_C0KPAACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726615/AHX_BDMIOSF_8_2_C0KPAACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726615	
ERR1726617	SAMEA2730839	ERX1796661	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726617/ERR1726617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726617/ERR1726617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726617/AHX_CBAIOSF_3_1_C1HEGACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726617/AHX_CBAIOSF_3_2_C1HEGACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726617	
ERR1726618	SAMEA2657045	ERX1796823	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726618/ERR1726618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726618/ERR1726618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726618/AHX_AEXIOSF_1_1_C0KFBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726618/AHX_AEXIOSF_1_2_C0KFBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726618	
ERR1726626	SAMEA2657095	ERX1796674	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726626/ERR1726626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726626/ERR1726626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726626/AHX_AMNIOSF_4_1_C7T09ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726626/AHX_AMNIOSF_4_2_C7T09ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726626	
ERR1726627	SAMEA2732245	ERX1796853	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726627/ERR1726627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726627/ERR1726627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726627/AHX_BLHIOSF_4_1_C0V00ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726627/AHX_BLHIOSF_4_2_C0V00ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726627	
ERR1726632	SAMEA2732696	ERX1796679	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726632/ERR1726632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726632/ERR1726632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726632/AHX_BQGIOSF_2_1_D14D6ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726632/AHX_BQGIOSF_2_2_D14D6ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726632	
ERR1726636	SAMEA2732299	ERX1796705	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726636/ERR1726636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726636/ERR1726636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726636/AHX_CGIIOSF_4_1_D2GCPACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726636/AHX_CGIIOSF_4_2_D2GCPACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726636	
ERR1726641	SAMEA2732990	ERX1796927	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726641/AHX_BGNIOSF_8_1_C0RBPACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726641/AHX_BGNIOSF_8_2_C0RBPACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726641	
ERR1726644	SAMEA2730470	ERX1796806	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726644/ERR1726644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726644/ERR1726644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726644/AHX_BFCIOSF_8_1_C0UVLACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726644/AHX_BFCIOSF_8_2_C0UVLACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726644	
ERR1726647	SAMEA2732208	ERX1796845	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726647/ERR1726647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726647/ERR1726647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726647/AHX_BSIIOSF_3_1_C1JGRACXX.IND24_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726647/AHX_BSIIOSF_3_2_C1JGRACXX.IND24_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726647	
ERR1726648	SAMEA2732344	ERX1796517	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726648/ERR1726648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726648/ERR1726648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726648/AHX_CGPIOSF_4_1_C2FR4ACXX.IND15_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726648/AHX_CGPIOSF_4_2_C2FR4ACXX.IND15_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726648	
ERR1726649	SAMEA2657108	ERX1796663	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726649/ERR1726649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726649/ERR1726649_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726649/AHX_ACAIOSE_1_1_C7T09ACXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726649/AHX_ACAIOSE_1_2_C7T09ACXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726649	
ERR1726653	SAMEA2731730	ERX1796545	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726653/ERR1726653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726653/ERR1726653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726653/AHX_CHGIOSF_8_1_C1JJBACXX.IND18_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726653/AHX_CHGIOSF_8_2_C1JJBACXX.IND18_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726653	
ERR1726655	SAMEA2657077	ERX1796736	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726655/ERR1726655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726655/ERR1726655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726655/AHX_AQMIOSF_2_1_C08L1ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726655/AHX_AQMIOSF_2_2_C08L1ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726655	
ERR1726656	SAMEA2622104	ERX1796752	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726656/ERR1726656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726656/ERR1726656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726656/AHX_AQHIOSF_8_1_D2C56ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726656/AHX_AQHIOSF_8_2_D2C56ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726656	
ERR1726657	SAMEA2656986	ERX1796858	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726657/ERR1726657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726657/ERR1726657_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726657/AHX_BBLIOSF_1_1_C0C19ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726657/AHX_BBLIOSF_1_2_C0C19ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726657	
ERR1726661	SAMEA2732277	ERX1796860	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726661/ERR1726661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726661/ERR1726661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726661/AHX_CAEIOSF_8_1_C2FJDACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726661/AHX_CAEIOSF_8_2_C2FJDACXX.IND14_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726661	
ERR1726663	SAMEA2657046	ERX1796613	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726663/ERR1726663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726663/ERR1726663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726663/AHX_ALVIOSF_7_1_C7T36ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726663/AHX_ALVIOSF_7_2_C7T36ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726663	
ERR1726664	SAMEA2731658	ERX1796891	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726664/ERR1726664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726664/ERR1726664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726664/AHX_BERIOSF_3_1_C7T09ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726664/AHX_BERIOSF_3_2_C7T09ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726664	
ERR1726665	SAMEA2620528	ERX1796591	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726665/ERR1726665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726665/ERR1726665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726665/AHX_CKVIOSF_5_1_D2G1HACXX.IND15_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726665/AHX_CKVIOSF_5_2_D2G1HACXX.IND15_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726665	
ERR1726668	SAMEA2622419	ERX1796649	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726668/ERR1726668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726668/ERR1726668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726668/AHX_BDDIOSF_5_1_C0RBKACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726668/AHX_BDDIOSF_5_2_C0RBKACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/008/ERR1726668	
ERR1726672	SAMEA2657045	ERX1796807	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726672/ERR1726672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726672/ERR1726672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726672/AHX_AEXIOSF_6_1_D2CBEACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726672/AHX_AEXIOSF_6_2_D2CBEACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726672	
ERR1726673	SAMEA2657002	ERX1796795	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726673/ERR1726673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726673/ERR1726673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726673/AHX_AFBIOSF_6_1_C0PMCACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726673/AHX_AFBIOSF_6_2_C0PMCACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/003/ERR1726673	
ERR1726675	SAMEA2656978	ERX1796942	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726675/ERR1726675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1726675/ERR1726675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726675/AHX_AELIOSF_3_1_C0PMCACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726675/AHX_AELIOSF_3_2_C0PMCACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/005/ERR1726675	
ERR1726676	SAMEA2623477	ERX1796664	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726676/ERR1726676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726676/ERR1726676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726676/AHX_CATIOSF_6_1_C28PMACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726676/AHX_CATIOSF_6_2_C28PMACXX.IND22_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726676	
ERR1726677	SAMEA2731356	ERX1796725	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726677/ERR1726677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726677/ERR1726677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726677/AHX_BNSIOSF_3_1_C0Y8HACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726677/AHX_BNSIOSF_3_2_C0Y8HACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/007/ERR1726677	
ERR1726680	SAMEA2732990	ERX1796765	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726680/ERR1726680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726680/ERR1726680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726680/AHX_BGNIOSF_8_1_662YVAAXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726680/AHX_BGNIOSF_8_2_662YVAAXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726680	
ERR1726686	SAMEA2656964	ERX1796947	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726686/ERR1726686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726686/ERR1726686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726686/AHX_AHTIOSF_2_1_D0AG7ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726686/AHX_AHTIOSF_2_2_D0AG7ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/006/ERR1726686	
ERR1726689	SAMEA2656956	ERX1796941	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726689/ERR1726689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726689/ERR1726689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726689/AHX_ALXIOSF_4_1_C7RY5ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726689/AHX_ALXIOSF_4_2_C7RY5ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726689	
ERR1726690	SAMEA2656980	ERX1796575	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726690/ERR1726690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726690/ERR1726690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726690/AHX_AXVIOSF_4_1_C0D15ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726690/AHX_AXVIOSF_4_2_C0D15ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/000/ERR1726690	
ERR1726692	SAMEA2732378	ERX1796825	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726692/ERR1726692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726692/ERR1726692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726692/AHX_CCBIOSF_3_1_C2AVHACXX.IND22_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726692/AHX_CCBIOSF_3_2_C2AVHACXX.IND22_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/002/ERR1726692	
ERR1726694	SAMEA2731973	ERX1796525	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726694/ERR1726694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726694/ERR1726694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726694/AHX_BIIIOSF_4_1_C1K7JACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726694/AHX_BIIIOSF_4_2_C1K7JACXX.IND17_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726694	
ERR1726699	SAMEA2621209	ERX1796546	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726699/ERR1726699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726699/ERR1726699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726699/AHX_AMLIOSF_2_1_C7T09ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726699/AHX_AMLIOSF_2_2_C7T09ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/009/ERR1726699	
ERR1726711	SAMEA2657012	ERX1796724	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726711/ERR1726711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726711/ERR1726711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726711/AHX_AFSIOSF_8_1_C0BV5ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726711/AHX_AFSIOSF_8_2_C0BV5ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/001/ERR1726711	
ERR1726714	SAMEA2622824	ERX1796818	PRJEB4352	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726714/ERR1726714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726714/ERR1726714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726714/AHX_BBXIOSF_8_1_C0C19ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR172/ERR1726714/AHX_BBXIOSF_8_2_C0C19ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR172/004/ERR1726714	
