tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	env_ontology	latitude	longitude	date_time	depth	depth_min	depth_max	size_low_thresh	size_high_thresh	ocean_id	longhurst_biome	longhurst_code	bathy_depth	dist_to_coastline	density	temperature	salinity	do2	chla	no3	po4	sio2	fe_ps	nppv_ps
TARA_A100000134	ERS488329	SAMEA2731077	ERR4691740	ERX4612849	PRJEB4352	TARA_017	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	36.258	14.306	2009-10-28	90	88	92	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	545	71.4917117302607	27.9267	16.606738	37.988962	231.1405	0.14430484944769853	2.871415	0.22971198	2.6209455	0.001043171	1.8659085
TARA_A100000594	ERS488345	SAMEA2657084	ERR1726748	ERX1796923	PRJEB4352	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000595	ERS488338	SAMEA2619675	ERR868393	ERX948107	PRJEB4352	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000596	ERS488342	SAMEA2656983	ERR1726956	ERX1796639	PRJEB4352	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000598	ERS488339	SAMEA2619676	ERR1726555	ERX1796802	PRJEB4352	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000171	ERS488340	SAMEA2619677	ERR594358	ERX552351	PRJEB4419	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000164	ERS488330	SAMEA2619667	ERR599140	ERX556002	PRJEB1787	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000164	ERS488330	SAMEA2619667	ERR598993	ERX555914	PRJEB1787	TARA_018	[SRF] surface water layer (ENVO:00010504)	35.756	14.287	2009-11-02	5	3	7	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	26.565263	21.48665	37.89575	208.245	0.16	0.118	0.0256	0.5571	0.0022744986	1.1536986
TARA_A100000604	ERS488352	SAMEA2619684	ERR868488	ERX947964	PRJEB4352	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	60	58	62	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.375	18.30575	37.84945	238.694625	0.3826	0.038	0.0131	0.58135	6.282493e-4	4.706071
TARA_A100000602	ERS488353	SAMEA2619685	ERR1726585	ERX1796888	PRJEB4352	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	60	58	62	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.375	18.30575	37.84945	238.694625	0.3826	0.038	0.0131	0.58135	6.282493e-4	4.706071
TARA_A100000172	ERS488354	SAMEA2619686	ERR594352	ERX552325	PRJEB4419	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	60	58	62	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.375	18.30575	37.84945	238.694625	0.3826	0.038	0.0131	0.58135	6.282493e-4	4.706071
TARA_S200000501	ERS488346	SAMEA2619678	ERR599073	ERX556039	PRJEB1787	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	60	58	62	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.375	18.30575	37.84945	238.694625	0.3826	0.038	0.0131	0.58135	6.282493e-4	4.706071
TARA_S200000501	ERS488346	SAMEA2619678	ERR599092	ERX555962	PRJEB1787	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	60	58	62	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.375	18.30575	37.84945	238.694625	0.3826	0.038	0.0131	0.58135	6.282493e-4	4.706071
TARA_A100000589	ERS488356	SAMEA2657107	ERR1726811	ERX1796903	PRJEB4352	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	80	78	82	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.82275	17.146013	38.054675	231.33225	0.14598284982953832	1.1173114	0.09584904	1.8668783	7.0050906e-4	1.9850992
TARA_A100000600	ERS488358	SAMEA2657093	ERR1726753	ERX1796553	PRJEB4352	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	80	78	82	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.82275	17.146013	38.054675	231.33225	0.14598284982953832	1.1173114	0.09584904	1.8668783	7.0050906e-4	1.9850992
TARA_A100000589	ERS488356	SAMEA2657107	ERR1726965	ERX1796696	PRJEB4352	TARA_018	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35.756	14.287	2009-11-02	80	78	82	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	619	120.05232481988565	27.82275	17.146013	38.054675	231.33225	0.14598284982953832	1.1173114	0.09584904	1.8668783	7.0050906e-4	1.9850992
TARA_A100000823	ERS488373	SAMEA2619700	ERR4691744	ERX4612853	PRJEB4352	TARA_019	[SRF] surface water layer (ENVO:00010504)	34.215	13.865	2009-11-11	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	310	161.29017591086082	26.866075	21.8213	38.414625	233.87875	0.1265873067721584	0.0041924897	0.0028687355	1.5406348	0.001227536	0.6240759
TARA_A100000825	ERS488374	SAMEA2619701	ERR4691745	ERX4612854	PRJEB4352	TARA_019	[SRF] surface water layer (ENVO:00010504)	34.215	13.865	2009-11-11	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	310	161.29017591086082	26.866075	21.8213	38.414625	233.87875	0.1265873067721584	0.0041924897	0.0028687355	1.5406348	0.001227536	0.6240759
TARA_A100000817	ERS488385	SAMEA2731333	ERR4691746	ERX4612855	PRJEB4352	TARA_019	[SRF] surface water layer (ENVO:00010504)	34.215	13.865	2009-11-11	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	310	161.29017591086082	26.910369	21.631425	38.401538	225.296437	0.09838302731563402	0.0041924897	0.0028687355	1.5406348	0.001227536	0.6240759
TARA_A100000810	ERS488378	SAMEA2731305	ERR4691747	ERX4612856	PRJEB4352	TARA_019	[ZZZ] marine water layer (ENVO:01000295)	34.215	13.865	2009-11-11	50	0	100	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	310	161.29017591086082	26.921975	21.6247	38.4103	236.734437	0.1516219415284168	0.0012567831	0.008541804	1.508783	0.0011547824	0.20355512
TARA_A100000750	ERS488391	SAMEA2656996	ERR1726660	ERX1796792	PRJEB4352	TARA_020	[SRF] surface water layer (ENVO:00010504)	34.451	14.973	2009-11-12	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	281	215.77699336597246	26.940675	21.5215	38.4002	223.279917	0.07571223607369355	0.013186688	0.0011583404	1.5500025	0.0012212971	1.2068679
TARA_A100000759	ERS488420	SAMEA2657025	ERR1726786	ERX1796774	PRJEB4352	TARA_020	[SRF] surface water layer (ENVO:00010504)	34.451	14.973	2009-11-12	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	281	215.77699336597246	26.954662	21.44155	38.38845	216.714125	0.06124925658729361	0.013186688	0.0011583404	1.5500025	0.0012212971	1.2068679
TARA_A100000761	ERS488412	SAMEA2619725	ERR1700896	ERX1771195	PRJEB4352	TARA_020	[SRF] surface water layer (ENVO:00010504)	34.451	14.973	2009-11-12	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	281	215.77699336597246	26.940675	21.5215	38.4002	223.279917	0.07571223607369355	0.013186688	0.0011583404	1.5500025	0.0012212971	1.2068679
TARA_A100000758	ERS488410	SAMEA2619723	ERR868504	ERX948015	PRJEB4352	TARA_020	[SRF] surface water layer (ENVO:00010504)	34.451	14.973	2009-11-12	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	281	215.77699336597246	26.940675	21.5215	38.4002	223.279917	0.07571223607369355	0.013186688	0.0011583404	1.5500025	0.0012212971	1.2068679
TARA_A100000692	ERS488427	SAMEA2619733	ERR4691748	ERX4612857	PRJEB4352	TARA_021	[SRF] surface water layer (ENVO:00010504)	37.511	17.285	2009-11-15	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2688	116.72966616974671	27.3834	19.467325	38.24775	211.5955	0.2427	0.131	0.006225	0.8355	0.0010622852	0.7951896
TARA_A100000689	ERS488436	SAMEA2731119	ERR4691749	ERX4612858	PRJEB4352	TARA_021	[SRF] surface water layer (ENVO:00010504)	37.511	17.285	2009-11-15	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2688	116.72966616974671	27.3834	19.467325	38.24775	211.5955	0.2427	0.131	0.006225	0.8355	0.0010622852	0.7951896
TARA_A100000693	ERS488434	SAMEA2731098	ERR4691750	ERX4612859	PRJEB4352	TARA_021	[ZZZ] marine water layer (ENVO:01000295)	37.511	17.285	2009-11-15	250	0	500	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	2688	116.72966616974671	29.051163	14.374525	38.783687	189.412875	0.2957	0.131	5.75e-4	0.8355	8.140551e-4	6.09635e-4
TARA_A100000539	ERS488447	SAMEA2619746	ERR1726540	ERX1796569	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000538	ERS488453	SAMEA2657062	ERR1726546	ERX1796953	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000538	ERS488453	SAMEA2657062	ERR1726613	ERX1796608	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000536	ERS488468	SAMEA2731167	ERR1726810	ERX1796670	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000536	ERS488468	SAMEA2731167	ERR1726802	ERX1796833	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000539	ERS488447	SAMEA2619746	ERR1726929	ERX1796871	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000534	ERS488446	SAMEA2619745	ERR868403	ERX948113	PRJEB4352	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_S200002703	ERS488448	SAMEA2619747	ERR594378	ERX552350	PRJEB4419	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_S200002703	ERS488448	SAMEA2619747	ERR594406	ERX552330	PRJEB4419	TARA_022	[SRF] surface water layer (ENVO:00010504)	39.729	17.4	2009-11-16	5	3	7	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.623392	17.298758	37.839767	221.54775	0.6581	0.23125	0.0133	1.9913	0.0014506886	1.804468
TARA_A100000696	ERS488461	SAMEA2619755	ERR1726715	ERX1796880	PRJEB4352	TARA_022	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	39.729	17.4	2009-11-16	30	28	32	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.797967	16.974267	37.963867	221.551583	0.64875	0.029	0.010725	1.59855	0.0014476802	1.8581039
TARA_A100000698	ERS488460	SAMEA2619754	ERR868496	ERX948027	PRJEB4352	TARA_022	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	39.729	17.4	2009-11-16	30	28	32	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	27.797967	16.974267	37.963867	221.551583	0.64875	0.029	0.010725	1.59855	0.0014476802	1.8581039
TARA_A100000695	ERS488464	SAMEA2657048	ERR1726743	ERX1796843	PRJEB4352	TARA_022	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	39.729	17.4	2009-11-16	60	58	62	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	28.429333	15.384667	38.295667	219.23575	0.4374	0.2935	0.01065	2.1655188	0.0013051457	1.5486231
TARA_A100000695	ERS488464	SAMEA2657048	ERR1726836	ERX1796882	PRJEB4352	TARA_022	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	39.729	17.4	2009-11-16	60	58	62	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	28.429333	15.384667	38.295667	219.23575	0.4374	0.2935	0.01065	2.1655188	0.0013051457	1.5486231
TARA_A100000700	ERS506046	SAMEA2661639	ERR1726718	ERX1796926	PRJEB4352	TARA_022	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	39.729	17.4	2009-11-16	60	58	62	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1355	39.005470903770735	28.429333	15.384667	38.295667	219.23575	0.4374	0.2935	0.01065	2.1655188	0.0013051457	1.5486231
TARA_A100000573	ERS329498	SAMEA2189651	ERR318601	ERX291761	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000467	ERS329500	SAMEA2189653	ERR318600	ERX291731	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000574	ERS329506	SAMEA2189659	ERR318582	ERX291760	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000472	ERS329507	SAMEA2189660	ERR318583	ERX291738	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000472	ERS329507	SAMEA2189660	ERR318594	ERX291750	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000548	ERS478008	SAMEA2611385	ERR538171	ERX503381	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000551	ERS477988	SAMEA2591093	ERR538173	ERX503388	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000553	ERS477989	SAMEA2591094	ERR538184	ERX503376	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	5	20	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_A100000546	ERS477996	SAMEA2611383	ERR538185	ERX503383	PRJEB4352	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	180	2000	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_E500000056	ERS477992	SAMEA2591097	ERR321017	ERX294150	PRJEB4419	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_E500000075	ERS477979	SAMEA2591084	ERR315861	ERX289009	PRJEB1787	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_E500000075	ERS477979	SAMEA2591084	ERR315858	ERX289007	PRJEB1787	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_E500000075	ERS477979	SAMEA2591084	ERR164409	ERX140286	PRJEB1787	TARA_023	[SRF] surface water layer (ENVO:00010504)	42.176	17.729	2009-11-18	5	3	7	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	27.9429	17.211742	38.22805	221.782083	0.14046612840518272	0.040875	0.012	1.372375	0.0014205839	1.9069121
TARA_X000000002	ERS329497	SAMEA2189650	ERR318598	ERX291748	PRJEB4352	TARA_023	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	42.176	17.729	2009-11-18	50	48	52	180	>180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	28.51615	15.454558	38.42905	225.850667	0.17959156257303793	0.05	0.012	1.0505	0.0014166455	1.9819385
TARA_X000000002	ERS329497	SAMEA2189650	ERR318615	ERX291755	PRJEB4352	TARA_023	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	42.176	17.729	2009-11-18	50	48	52	180	>180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	28.51615	15.454558	38.42905	225.850667	0.17959156257303793	0.05	0.012	1.0505	0.0014166455	1.9819385
TARA_A100000465	ERS329511	SAMEA2189664	ERR318593	ERX291732	PRJEB4352	TARA_023	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	42.176	17.729	2009-11-18	50	48	52	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	28.51615	15.454558	38.42905	225.850667	0.17959156257303793	0.05	0.012	1.0505	0.0014166455	1.9819385
TARA_A100000465	ERS329511	SAMEA2189664	ERR318595	ERX291765	PRJEB4352	TARA_023	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	42.176	17.729	2009-11-18	50	48	52	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	28.51615	15.454558	38.42905	225.850667	0.17959156257303793	0.05	0.012	1.0505	0.0014166455	1.9819385
TARA_A100000561	ERS478010	SAMEA2611379	ERR538177	ERX503382	PRJEB4352	TARA_023	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	42.176	17.729	2009-11-18	50	48	52	20	180	(MS) Mediterranean Sea [MRGID:1905]	Westerlies Biome	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	1083	57.82010223625616	28.51615	15.454558	38.42905	225.850667	0.17959156257303793	0.05	0.012	1.0505	0.0014166455	1.9819385
