tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	env_ontology	latitude	longitude	date_time	depth	depth_min	depth_max	size_low_thresh	size_high_thresh	ocean_id	longhurst_biome	longhurst_code	bathy_depth	dist_to_coastline	density_ctd	temperature_ctd	salinity_ctd	do2_ctd	chla_bot_ctd	chla_bot	chla_ctd	chla_ctd_cal	no3_bot_ctd	no3_bot	no3_ctd	no2_bot	po4_bot	sio2_bot	fet_dw_pg	din_dw_pg	no2_dw_pg
TARA_N000000067	ERS489013	SAMEA2620172	ERR1700892	ERX1771191	PRJEB4352	TARA_040	[ZZZ] marine water layer (ENVO:01000295)	17.5	67.984	2010-03-22	105	103	107	3	>3	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3440	457.3711788921368	24.94213	21.9292	35.91916	32.35675	0.0019	0.0019	0.02856	0.09838302731563402	23.04	23.04	21.139695	0.031	1.998	13.25	0.001387719	0.004908818	0.003789226
TARA_N000000073	ERS489054	SAMEA2620205	ERR1700890	ERX1771189	PRJEB4352	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	5	20	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_N000000071	ERS489053	SAMEA2620204	ERR868486	ERX948087	PRJEB4352	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_N000000077	ERS489065	SAMEA2657016	ERR1726820	ERX1796820	PRJEB4352	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_N000000076	ERS489037	SAMEA2657106	ERR1726844	ERX1796915	PRJEB4352	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_N000000077	ERS489065	SAMEA2657016	ERR1726652	ERX1796768	PRJEB4352	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_Y100000052	ERS489047	SAMEA2620198	ERR594295	ERX552259	PRJEB1788	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	0.1	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_R100000455	ERS489059	SAMEA2620210	ERR594384	ERX552342	PRJEB4419	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_B100000282	ERS489043	SAMEA2620194	ERR599011	ERX555983	PRJEB1787	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_B100000282	ERS489043	SAMEA2620194	ERR599074	ERX555906	PRJEB1787	TARA_041	[SRF] surface water layer (ENVO:00010504)	14.582	70.011	2010-03-30	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	22.799819	29.151544	36.0499	187.306625	0.08395	0.08395	0.02856	0.09838302731563402	0.057	0.057	0.3149728812277317	0.007	0.1565	1.3865	0.001387699	0.004698874	0.004047238
TARA_N000000072	ERS489078	SAMEA2620221	ERR868409	ERX947958	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_N000000074	ERS489079	SAMEA2620222	ERR1700912	ERX1771194	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	5	20	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_R100000458	ERS489084	SAMEA2620227	ERR594367	ERX552366	PRJEB4419	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_R100000458	ERS489084	SAMEA2620227	ERR594372	ERX552318	PRJEB4419	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_R100000458	ERS489084	SAMEA2620227	ERR594373	ERX552341	PRJEB4419	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_R100000458	ERS489084	SAMEA2620227	ERR594366	ERX552343	PRJEB4419	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_R100000458	ERS489084	SAMEA2620227	ERR594371	ERX552317	PRJEB4419	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_B100000287	ERS489074	SAMEA2620217	ERR599053	ERX555976	PRJEB1787	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_B100000287	ERS489074	SAMEA2620217	ERR598977	ERX556125	PRJEB1787	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	60	58	62	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.734719	27.374181	36.503531	164.440063	0.3074	0.3074	0.126585	0.20712349467753413	7.847	7.847	0.3149728812277317	0.2375	0.846	3.5765	0.001387699	0.004698874	0.004047238
TARA_N000000078	ERS489069	SAMEA2657052	ERR1726746	ERX1796951	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	70	68	72	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.981375	26.317294	36.384231	110.17075	0.2972	0.2972	0.173385	0.25100423443286185	15.2	15.2	3.201261	0.408	1.348	5.774	0.001387699	0.004698874	0.004047238
TARA_N000000075	ERS489067	SAMEA2656995	ERR1726925	ERX1796742	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	70	68	72	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.981375	26.317294	36.384231	110.17075	0.2972	0.2972	0.173385	0.25100423443286185	15.2	15.2	3.201261	0.408	1.348	5.774	0.001387699	0.004698874	0.004047238
TARA_N000000075	ERS489067	SAMEA2656995	ERR1726754	ERX1796599	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	70	68	72	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.981375	26.317294	36.384231	110.17075	0.2972	0.2972	0.173385	0.25100423443286185	15.2	15.2	3.201261	0.408	1.348	5.774	0.001387699	0.004698874	0.004047238
TARA_N000000078	ERS489069	SAMEA2657052	ERR1726804	ERX1796672	PRJEB4352	TARA_041	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	14.582	70.011	2010-03-30	70	68	72	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	3571	409.0631267448345	23.981375	26.317294	36.384231	110.17075	0.2972	0.2972	0.173385	0.25100423443286185	15.2	15.2	3.201261	0.408	1.348	5.774	0.001387699	0.004698874	0.004047238
TARA_N000000093	ERS489122	SAMEA2657056	ERR1726934	ERX1796899	PRJEB4352	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_N000000089	ERS489118	SAMEA2657089	ERR1726599	ERX1796913	PRJEB4352	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_N000000085	ERS489106	SAMEA2620249	ERR868396	ERX948102	PRJEB4352	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_R100000149	ERS489113	SAMEA2620256	ERR594398	ERX552364	PRJEB4419	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_R100000149	ERS489113	SAMEA2620256	ERR594403	ERX552367	PRJEB4419	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_B100000123	ERS489087	SAMEA2620230	ERR599075	ERX556052	PRJEB1787	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_B100000123	ERS489087	SAMEA2620230	ERR599141	ERX556118	PRJEB1787	TARA_042	[SRF] surface water layer (ENVO:00010504)	5.992	73.919	2010-04-04	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	21.358942	30.12785	34.56775	188.79575	0.05315	0.05315	0.02856	0.09838302731563402	0.022	0.022	0.3149728812277317	0.001	0.0765	2.171	0.001387698	0.004952658	0.010871042
TARA_N000000086	ERS489142	SAMEA2620267	ERR1726633	ERX1796640	PRJEB4352	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_N000000095	ERS489132	SAMEA2656974	ERR1726696	ERX1796534	PRJEB4352	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_N000000091	ERS489128	SAMEA2657004	ERR1726832	ERX1796701	PRJEB4352	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_N000000086	ERS489142	SAMEA2620267	ERR868383	ERX948002	PRJEB4352	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_R100000152	ERS489148	SAMEA2620273	ERR594413	ERX552357	PRJEB4419	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_B100000131	ERS489134	SAMEA2620259	ERR599013	ERX556136	PRJEB1787	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_B100000131	ERS489134	SAMEA2620259	ERR599130	ERX556098	PRJEB1787	TARA_042	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5.992	73.919	2010-04-04	80	78	82	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2232	437.1526125232822	22.474092	27.9561	35.044342	137.998083	0.26045	0.26045	0.17886	0.25597823613175513	0.741	0.741	0.3149728812277317	0.152	0.2505	2.7335	0.001387698	0.004952658	0.010871042
TARA_N000000292	ERS489175	SAMEA2620292	ERR868508	ERX947995	PRJEB4352	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_N000000295	ERS489158	SAMEA2730470	ERR1726644	ERX1796806	PRJEB4352	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_N000000297	ERS489187	SAMEA2730472	ERR1726814	ERX1796621	PRJEB4352	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_N000000297	ERS489187	SAMEA2730472	ERR1726538	ERX1796504	PRJEB4352	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_N000000293	ERS489176	SAMEA2620293	ERR1726575	ERX1796602	PRJEB4352	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	5	20	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_Y100000074	ERS489169	SAMEA2620286	ERR164411	ERX140297	PRJEB1788	TARA_043	[SRF] surface water layer (ENVO:00010504)	4.66	73.489	2010-04-05	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	2	576.1595988139411	21.37115	29.938975	34.493275	190.26525	0.29975	0.29975	0.10176	0.1825420441165802	0.0265	0.0265	0.3149728812277317	0.004	0.0705	1.8285	0.001387683	0.005284466	0.010451436
TARA_N000000261	ERS489263	SAMEA2656963	ERR1726734	ERX1796514	PRJEB4352	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	180	2000	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_N000000257	ERS489252	SAMEA2620355	ERR1726974	ERX1796635	PRJEB4352	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	5	20	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_N000000259	ERS489234	SAMEA2657054	ERR1726646	ERX1796673	PRJEB4352	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	20	180	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_N000000255	ERS489251	SAMEA2620354	ERR868507	ERX948006	PRJEB4352	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_R100000388	ERS489257	SAMEA2620360	ERR599356	ERX556342	PRJEB4419	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	<0.22	0.22	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_B100000161	ERS489236	SAMEA2620339	ERR599054	ERX556105	PRJEB1787	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_B100000161	ERS489236	SAMEA2620339	ERR599045	ERX556132	PRJEB1787	TARA_045	[SRF] surface water layer (ENVO:00010504)	0.941	71.71	2010-04-13	5	3	7	0.22	1.6	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	4059	1013.545689344042	21.558975	30.59345	35.0481	186.0215	0.10335383803069087	NA	0.03216	0.10335383803069087	1.826529	NA	1.826529	NA	NA	NA	0.001320691	0.005533795	0.007288604
TARA_N000000268	ERS489280	SAMEA2620379	ERR1726784	ERX1796731	PRJEB4352	TARA_046	[SRF] surface water layer (ENVO:00010504)	-0.659	73.162	2010-04-15	5	3	7	5	20	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	62	1074.8272690102265	21.76745	30.12475	35.1113	185.755	0.2712	0.2712	0.07656	0.1561948234215914	0.047	0.047	0.436989	0.0045	0.102	1.947	0.001279924	0.00839148	0.009120126
TARA_N000000267	ERS489279	SAMEA2620378	ERR868478	ERX948036	PRJEB4352	TARA_046	[SRF] surface water layer (ENVO:00010504)	-0.659	73.162	2010-04-15	5	3	7	0.8	5	(IO) Indian Ocean [MRGID:1904]	Trades Biome	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	62	1074.8272690102265	21.76745	30.12475	35.1113	185.755	0.2712	0.2712	0.07656	0.1561948234215914	0.047	0.047	0.436989	0.0045	0.102	1.947	0.001279924	0.00839148	0.009120126
