tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	biosample_acc_num	ena_acc_num	tara_station	env_ontology	latitude	longitude	date_time	size_low_thresh	size_high_thresh	ocean_id	longhurst_code	longhurst_biome	bathy_depth	dist_to_coastline	depth	depth_min	depth_max	temperature	salinity	density	chl_a	dO2	DIN	NO2	FeT	PO4	SiO2
TARA_A100001646	ERS478033	SAMEA2611384	ERR538189	ERX503389	PRJEB4352	SAMEA2611384	ERS478033	TARA_030	[SRF] surface water layer (ENVO:00010504)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	5	3	7	20.4425	39.42311	28.0195	0.067706	207.61355	0.0455	0.00125	0.001388157	2.5e-4	0.816
TARA_A100001017	ERS478030	SAMEA2591119	ERR321018	ERX294151	PRJEB4419	SAMEA2591119	ERS478030	TARA_030	[SRF] surface water layer (ENVO:00010504)	33.929	32.789	2009-12-15	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	5	3	7	20.4425	39.42311	28.0195	0.067706	207.61355	0.0455	0.00125	0.001388157	2.5e-4	0.816
TARA_A100001015	ERS478017	SAMEA2591108	ERR164407	ERX140284	PRJEB1787	SAMEA2591108	ERS478017	TARA_030	[SRF] surface water layer (ENVO:00010504)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	5	3	7	20.4425	39.42311	28.0195	0.067706	207.61355	0.0455	0.00125	0.001388157	2.5e-4	0.816
TARA_A100001015	ERS478017	SAMEA2591108	ERR315862	ERX289010	PRJEB1787	SAMEA2591108	ERS478017	TARA_030	[SRF] surface water layer (ENVO:00010504)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	5	3	7	20.4425	39.42311	28.0195	0.067706	207.61355	0.0455	0.00125	0.001388157	2.5e-4	0.816
TARA_A100001015	ERS478017	SAMEA2591108	ERR315863	ERX289011	PRJEB1787	SAMEA2591108	ERS478017	TARA_030	[SRF] surface water layer (ENVO:00010504)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	5	3	7	20.4425	39.42311	28.0195	0.067706	207.61355	0.0455	0.00125	0.001388157	2.5e-4	0.816
TARA_A100001349	ERS329499	SAMEA2189652	ERR318588	ERX291753	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001349	ERS329499	SAMEA2189652	ERR318591	ERX291736	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001349	ERS329499	SAMEA2189652	ERR318592	ERX291733	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001349	ERS329499	SAMEA2189652	ERR318606	ERX291754	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001349	ERS329499	SAMEA2189652	ERR318612	ERX291742	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001349	ERS329499	SAMEA2189652	ERR318617	ERX291756	PRJEB4352	SAMEA4404313	ERS1315762	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	20	180	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	68	72	18.21473	39.20842	28.44554	0.102631	219.02445	-0.58259	0.005	0.001388157	0	0.6655
TARA_A100001588	ERS329502	SAMEA2189655	ERR318586	ERX291752	PRJEB4352	SAMEA4404332	ERS1315781	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001588	ERS329502	SAMEA2189655	ERR318590	ERX291758	PRJEB4352	SAMEA4404332	ERS1315781	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001588	ERS329502	SAMEA2189655	ERR318597	ERX291764	PRJEB4352	SAMEA4404332	ERS1315781	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001588	ERS329502	SAMEA2189655	ERR318599	ERX291740	PRJEB4352	SAMEA4404332	ERS1315781	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001592	ERS329508	SAMEA2189661	ERR318584	ERX291757	PRJEB4352	SAMEA4404334	ERS1315783	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	5	20	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001592	ERS329508	SAMEA2189661	ERR318611	ERX291759	PRJEB4352	SAMEA4404334	ERS1315783	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	5	20	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001333	ERS478046	SAMEA2591128	ERR538179	ERX503386	PRJEB4352	SAMEA2591128	ERS478046	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.8	5	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001334	ERS478047	SAMEA2591129	ERR538188	ERX503377	PRJEB4352	SAMEA2591129	ERS478047	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	5	20	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001374	ERS478052	SAMEA2591132	ERR594405	ERX552368	PRJEB4419	SAMEA2591132	ERS478052	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	<0.22	0.22	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001011	ERS478040	SAMEA2591122	ERR318620	ERX291769	PRJEB1787	SAMEA2591122	ERS478040	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001011	ERS478040	SAMEA2591122	ERR318621	ERX291767	PRJEB1787	SAMEA2591122	ERS478040	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001011	ERS478040	SAMEA2591122	ERR318618	ERX291766	PRJEB1787	SAMEA2591122	ERS478040	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001011	ERS478040	SAMEA2591122	ERR318619	ERX291768	PRJEB1787	SAMEA2591122	ERS478040	TARA_030	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	33.929	32.789	2009-12-15	0.22	1.6	(MS) Mediterranean Sea [MRGID:1905]	(MEDI) Mediterranean Sea, Black Sea Province [MRGID:21465]	Westerlies Biome	1632	73.60416507743119	70	66	75	18.61621	39.23456	28.36135	0.091071	218.75115	0.20184	0.005	0.001388157	0	0.6655
TARA_A100001432	ERS488561	SAMEA2657001	ERR1726751	ERX1796578	PRJEB4352	SAMEA2657001	ERS488561	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001433	ERS488554	SAMEA2619811	ERR868471	ERX948020	PRJEB4352	SAMEA2619811	ERS488554	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	0.8	20	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001431	ERS488565	SAMEA2657017	ERR1726752	ERX1796834	PRJEB4352	SAMEA2657017	ERS488565	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001432	ERS488561	SAMEA2657001	ERR1726942	ERX1796925	PRJEB4352	SAMEA2657001	ERS488561	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001388	ERS488551	SAMEA2619808	ERR164417	ERX140296	PRJEB1788	SAMEA2619808	ERS488551	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001392	ERS488558	SAMEA2619815	ERR594410	ERX552353	PRJEB4419	SAMEA2619815	ERS488558	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	<0.22	0.22	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001392	ERS488558	SAMEA2619815	ERR594401	ERX552310	PRJEB4419	SAMEA2619815	ERS488558	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	<0.22	0.22	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001403	ERS488545	SAMEA2619802	ERR598969	ERX556018	PRJEB1787	SAMEA2619802	ERS488545	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001403	ERS488545	SAMEA2619802	ERR599106	ERX555912	PRJEB1787	SAMEA2619802	ERS488545	TARA_031	[SRF] surface water layer (ENVO:00010504)	27.151	34.819	2010-01-09	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	964	81.57139627267892	5	3	7	25.0281	39.96035	27.086225	0.112855	189.91675	0.036	0.00925	0.001387113	0.01225	0.8825
TARA_A100001144	ERS488594	SAMEA2656970	ERR1726917	ERX1796766	PRJEB4352	SAMEA2656970	ERS488594	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001141	ERS488583	SAMEA2619832	ERR868460	ERX947985	PRJEB4352	SAMEA2619832	ERS488583	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	0.8	5	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001143	ERS488567	SAMEA2656957	ERR1726838	ERX1796676	PRJEB4352	SAMEA2656957	ERS488567	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001516	ERS488589	SAMEA2619838	ERR594393	ERX552349	PRJEB4419	SAMEA2619838	ERS488589	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	<0.22	0.22	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001035	ERS488569	SAMEA2619818	ERR599041	ERX556080	PRJEB1787	SAMEA2619818	ERS488569	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001035	ERS488569	SAMEA2619818	ERR599155	ERX556066	PRJEB1787	SAMEA2619818	ERS488569	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001035	ERS488569	SAMEA2619818	ERR599116	ERX556022	PRJEB1787	SAMEA2619818	ERS488569	TARA_032	[SRF] surface water layer (ENVO:00010504)	23.391	37.254	2010-01-11	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	5	3	7	25.811708	39.7709	26.698217	0.085486	188.341917	0	0.01075	0.001387787	0.00875	0.8775
TARA_A100001148	ERS488598	SAMEA2656993	ERR1726537	ERX1796537	PRJEB4352	SAMEA2656993	ERS488598	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.57232	0.01	0.001387787	0.025	0.85
TARA_A100001145	ERS488609	SAMEA2619850	ERR868348	ERX948114	PRJEB4352	SAMEA2619850	ERS488609	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	0.8	5	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.71263	0.01	0.001387787	0.025	0.85
TARA_A100001147	ERS488596	SAMEA2656987	ERR1726568	ERX1796936	PRJEB4352	SAMEA2656987	ERS488596	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.57232	0.01	0.001387787	0.025	0.85
TARA_A100001147	ERS488596	SAMEA2656987	ERR1726610	ERX1796641	PRJEB4352	SAMEA2656987	ERS488596	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.57232	0.01	0.001387787	0.025	0.85
TARA_A100001148	ERS488598	SAMEA2656993	ERR1726905	ERX1796587	PRJEB4352	SAMEA2656993	ERS488598	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.57232	0.01	0.001387787	0.025	0.85
TARA_A100001518	ERS488613	SAMEA2619854	ERR594360	ERX552360	PRJEB4419	SAMEA2619854	ERS488613	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	<0.22	0.22	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.71263	0.01	0.001387787	0.025	0.85
TARA_A100001037	ERS488599	SAMEA2619840	ERR599097	ERX555931	PRJEB1787	SAMEA2619840	ERS488599	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.71263	0.01	0.001387787	0.025	0.85
TARA_A100001037	ERS488599	SAMEA2619840	ERR599061	ERX556055	PRJEB1787	SAMEA2619840	ERS488599	TARA_032	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	23.391	37.254	2010-01-11	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	981	100.79878616619315	80	78	82	26.12925	40.187042	26.917092	0.1566	181.501	0.71263	0.01	0.001387787	0.025	0.85
TARA_A100001246	ERS488644	SAMEA2657012	ERR1726711	ERX1796724	PRJEB4352	SAMEA2657012	ERS488644	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001245	ERS488640	SAMEA2657055	ERR1726918	ERX1796815	PRJEB4352	SAMEA2657055	ERS488640	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001245	ERS488640	SAMEA2657055	ERR1726902	ERX1796622	PRJEB4352	SAMEA2657055	ERS488640	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001246	ERS488644	SAMEA2657012	ERR1726926	ERX1796706	PRJEB4352	SAMEA2657012	ERS488644	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001244	ERS488633	SAMEA2619869	ERR868401	ERX948081	PRJEB4352	SAMEA2619869	ERS488633	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	0.8	20	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001201	ERS488636	SAMEA2619872	ERR599350	ERX556304	PRJEB4419	SAMEA2619872	ERS488636	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	<0.22	0.22	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001234	ERS488621	SAMEA2619857	ERR599134	ERX555946	PRJEB1787	SAMEA2619857	ERS488621	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_A100001234	ERS488621	SAMEA2619857	ERR599049	ERX556035	PRJEB1787	SAMEA2619857	ERS488621	TARA_033	[SRF] surface water layer (ENVO:00010504)	22.057	38.218	2010-01-13	0.22	1.6	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	865	83.38078113968767	5	3	7	27.3097	38.9435	25.59125	0.150568	183.589125	0.006	0.003	0.001387791	0.04575	1.12025
TARA_N000000325	ERS488678	SAMEA2656985	ERR1726777	ERX1796811	PRJEB4352	SAMEA2656985	ERS488678	TARA_034	[SRF] surface water layer (ENVO:00010504)	18.445	39.884	2010-01-20	20	180	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	1367	141.76623359233577	5	3	7	27.635025	38.64	25.2559	0.137257	183.84625	0.029	0.011	0.001387755	0.144	2.6405
TARA_N000000332	ERS488681	SAMEA2730647	ERR1726840	ERX1796554	PRJEB4352	SAMEA2730647	ERS488681	TARA_034	[SRF] surface water layer (ENVO:00010504)	18.445	39.884	2010-01-20	180	2000	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	Coastal Biome	1367	141.76623359233577	5	3	7	27.635025	38.64	25.2559	0.137257	183.84625	0.029	0.011	0.001387755	0.144	2.6405
